N1,N2,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,engaged,flip
16,16,z:il2d,nat-oop,160,145,63.909,0.905,2.481e-16,csk+rb2,0,0
16,16,z:il2d,nat-oop,156,145,65.495,0.929,2.481e-16,csk+rb2,0,1
32,16,z:il2d,nat-oop,347,340,66.442,0.979,2.337e-16,chain+rb2,0,0
32,16,z:il2d,nat-oop,353,339,65.345,0.961,2.337e-16,chain+rb2,0,1
32,32,z:il2d,nat-oop,789,719,64.915,0.911,2.408e-16,chain+rb2,0,0
32,32,z:il2d,nat-oop,824,718,62.121,0.872,2.408e-16,chain+rb2,0,1
128,512,z:il2d,nat-oop,26940,26677,194.613,0.990,3.227e-16,chain,444,0
128,512,z:il2d,nat-oop,31697,26983,165.408,0.851,3.227e-16,chain,302,1
1024,64,z:il2d,nat-oop,37033,33953,141.572,0.917,3.507e-16,chain+rb2,410,0
1024,64,z:il2d,nat-oop,31527,33450,166.300,1.061,3.507e-16,chain+rb2,440,1
4096,256,z:il2d,nat-oop,680950,630775,153.987,0.926,1.312e-15,chain,89,0
4096,256,z:il2d,nat-oop,683737,598975,153.359,0.876,1.312e-15,chain,83,1
8192,128,z:il2d,nat-oop,988963,716937,106.028,0.725,1.236e-15,chain,82,0
8192,128,z:il2d,nat-oop,872012,663012,120.248,0.760,1.236e-15,chain,88,1
8192,256,z:il2d,nat-oop,2701737,2591200,81.503,0.959,1.185e-15,chain+rb2,83,0
8192,256,z:il2d,nat-oop,2690450,2399350,81.845,0.892,1.185e-15,chain+rb2,83,1
8192,512,z:il2d,nat-oop,7239937,7761887,63.726,1.072,3.001e-15,chain,82,0
8192,512,z:il2d,nat-oop,6919525,7746637,66.677,1.120,3.001e-15,chain,82,1
