N,K,plan,path,vfft_ns,mkl_ns,vfft_gflops,ratio_vs_mkl,rt_err,route,flip
36,1,z:ilp,nat-oop,22,42,42.182,1.908,2.363e-16,2p,0
36,1,z:ilp,nat-oop,22,42,42.058,1.882,2.363e-16,2p,1
37,1,z:ilp,nat-oop,106,185,9.066,1.741,4.806e-16,mono,0
37,1,z:ilp,nat-oop,109,185,8.865,1.702,4.806e-16,mono,1
38,1,z:ilp,nat-oop,57,88,17.362,1.528,2.622e-16,flat,0
38,1,z:ilp,nat-oop,60,88,16.628,1.463,2.622e-16,flat,1
39,1,z:ilp,nat-oop,33,45,30.943,1.340,6.372e-16,2p,0
39,1,z:ilp,nat-oop,33,45,30.912,1.339,6.372e-16,2p,1
40,1,z:ilp,nat-oop,23,42,46.835,1.834,1.440e-16,2p,0
40,1,z:ilp,nat-oop,23,41,46.532,1.814,1.440e-16,2p,1
41,1,z:ilp,nat-oop,133,242,8.240,1.816,3.656e-16,mono,0
41,1,z:ilp,nat-oop,133,242,8.260,1.820,3.656e-16,mono,1
42,1,z:ilp,nat-oop,28,41,40.202,1.456,3.426e-16,2p,0
42,1,z:ilp,nat-oop,28,41,40.452,1.466,3.426e-16,2p,1
43,1,z:ilp,nat-oop,108,265,10.767,2.448,6.224e-16,prime,0
43,1,z:ilp,nat-oop,108,265,10.769,2.450,6.224e-16,prime,1
44,1,z:ilp,nat-oop,28,44,42.191,1.551,4.850e-16,2p,0
44,1,z:ilp,nat-oop,29,44,41.753,1.531,4.850e-16,2p,1
45,1,z:ilp,nat-oop,33,49,37.384,1.474,5.199e-16,2p,0
45,1,z:ilp,nat-oop,34,49,36.881,1.456,5.199e-16,2p,1
46,1,z:ilp,nat-oop,79,121,16.181,1.545,5.872e-16,flat,0
46,1,z:ilp,nat-oop,79,121,16.163,1.546,5.872e-16,flat,1
47,1,z:ilp,nat-oop,187,327,6.981,1.749,3.964e-16,mono,0
47,1,z:ilp,nat-oop,187,327,6.985,1.752,3.964e-16,mono,1
48,1,z:ilp,nat-oop,28,44,47.827,1.575,3.666e-16,2p,0
48,1,z:ilp,nat-oop,28,44,47.852,1.576,3.666e-16,2p,1
49,1,z:ilp,nat-oop,36,47,37.758,1.288,4.314e-16,2p,0
49,1,z:ilp,nat-oop,36,47,37.734,1.289,4.314e-16,2p,1
50,1,z:ilp,nat-oop,33,53,42.334,1.601,3.610e-16,2p,0
50,1,z:ilp,nat-oop,33,53,42.295,1.599,3.610e-16,2p,1
51,1,z:ilp,nat-oop,57,114,25.561,2.020,4.091e-16,2p,0
51,1,z:ilp,nat-oop,54,114,26.673,2.109,4.091e-16,2p,1
52,1,z:ilp,nat-oop,38,50,39.026,1.321,5.285e-16,2p,0
52,1,z:ilp,nat-oop,38,50,38.563,1.303,5.285e-16,2p,1
53,1,z:ilp,nat-oop,128,438,11.877,3.429,7.194e-16,prime,0
53,1,z:ilp,nat-oop,128,438,11.869,3.424,7.194e-16,prime,1
54,1,z:ilp,nat-oop,36,58,43.631,1.629,4.758e-16,2p,0
54,1,z:ilp,nat-oop,36,58,43.769,1.633,4.758e-16,2p,1
55,1,z:ilp,nat-oop,43,54,36.642,1.251,3.490e-16,2p,0
55,1,z:ilp,nat-oop,43,54,36.593,1.248,3.490e-16,2p,1
56,1,z:ilp,nat-oop,34,56,47.900,1.637,1.840e-16,2p,0
56,1,z:ilp,nat-oop,34,56,47.912,1.645,1.840e-16,2p,1
57,1,z:ilp,nat-oop,66,136,25.014,2.052,3.397e-16,2p,0
57,1,z:ilp,nat-oop,64,136,25.801,2.116,3.397e-16,2p,1
58,1,z:ilp,nat-oop,132,185,12.887,1.402,4.313e-16,flat,0
58,1,z:ilp,nat-oop,108,185,15.770,1.717,4.313e-16,flat,1
59,1,z:ilp,nat-oop,201,552,8.620,2.744,5.100e-16,prime,0
59,1,z:ilp,nat-oop,201,553,8.616,2.746,5.100e-16,prime,1
60,1,z:ilp,nat-oop,37,61,48.195,1.668,5.509e-16,2p,0
60,1,z:ilp,nat-oop,36,61,48.884,1.691,5.509e-16,2p,1
61,1,z:ilp,nat-oop,143,602,12.607,4.195,6.148e-16,prime,0
61,1,z:ilp,nat-oop,145,602,12.510,4.166,6.148e-16,prime,1
62,1,z:ilp,nat-oop,115,206,16.018,1.791,5.908e-16,flat,0
62,1,z:ilp,nat-oop,143,207,12.935,1.449,5.908e-16,flat,1
63,1,z:ilp,nat-oop,47,67,39.810,1.423,4.527e-16,2p,0
63,1,z:ilp,nat-oop,47,67,39.810,1.424,4.527e-16,2p,1
64,1,z:ilp,nat-oop,32,31,60.860,0.981,3.061e-16,2p,0
64,1,z:ilp,nat-oop,32,31,60.368,0.968,3.061e-16,2p,1
65,1,z:ilp,nat-oop,55,67,35.612,1.215,6.301e-16,2p,0
65,1,z:ilp,nat-oop,54,67,36.055,1.230,6.301e-16,2p,1
66,1,z:ilp,nat-oop,47,67,42.164,1.409,3.825e-16,2p,0
66,1,z:ilp,nat-oop,48,67,41.968,1.403,3.825e-16,2p,1
67,1,z:ilp,nat-oop,171,739,11.881,4.322,6.437e-16,prime,0
67,1,z:ilp,nat-oop,171,740,11.884,4.326,6.437e-16,prime,1
68,1,z:ilp,nat-oop,60,138,34.302,2.285,3.559e-16,2p,0
68,1,z:ilp,nat-oop,60,138,34.525,2.300,3.559e-16,2p,1
69,1,z:ilp,nat-oop,94,198,22.351,2.105,4.051e-16,2p,0
69,1,z:ilp,nat-oop,97,198,21.690,2.040,4.051e-16,2p,1
70,1,z:ilp,nat-oop,51,78,42.211,1.541,3.505e-16,2p,0
70,1,z:ilp,nat-oop,46,78,46.520,1.698,3.505e-16,2p,1
71,1,z:ilp,nat-oop,173,841,12.596,4.852,7.646e-16,prime,0
71,1,z:ilp,nat-oop,173,841,12.584,4.847,7.646e-16,prime,1
72,1,z:ilp,nat-oop,45,76,48.953,1.672,2.953e-16,2p,0
72,1,z:ilp,nat-oop,45,76,49.079,1.687,2.953e-16,2p,1
73,1,z:ilp,nat-oop,173,905,13.042,5.224,7.901e-16,prime,0
73,1,z:ilp,nat-oop,173,904,13.024,5.211,7.901e-16,prime,1
74,1,z:ilp,nat-oop,177,297,12.985,1.679,4.842e-16,flat,0
74,1,z:ilp,nat-oop,178,296,12.931,1.668,4.842e-16,flat,1
75,1,z:ilp,nat-oop,58,78,40.012,1.341,4.676e-16,2p,0
75,1,z:ilp,nat-oop,58,78,39.999,1.342,4.676e-16,2p,1
76,1,z:ilp,nat-oop,64,165,36.885,2.556,3.283e-16,2p,0
76,1,z:ilp,nat-oop,64,165,36.993,2.563,3.283e-16,2p,1
77,1,z:ilp,nat-oop,61,75,39.339,1.227,2.968e-16,2p,0
77,1,z:ilp,nat-oop,61,75,39.274,1.223,2.968e-16,2p,1
78,1,z:ilp,nat-oop,59,81,41.809,1.374,5.409e-16,2p,0
78,1,z:ilp,nat-oop,59,81,41.663,1.371,5.409e-16,2p,1
79,1,z:ilp,nat-oop,207,1085,12.056,5.252,1.175e-15,prime,0
79,1,z:ilp,nat-oop,208,1085,11.974,5.219,1.175e-15,prime,1
80,1,z:ilp,nat-oop,46,70,55.476,1.533,3.453e-16,2p,0
80,1,z:ilp,nat-oop,46,70,55.545,1.544,3.453e-16,2p,1
81,1,z:ilp,nat-oop,63,87,40.721,1.373,4.272e-16,2p,0
81,1,z:ilp,nat-oop,63,88,40.687,1.387,4.272e-16,2p,1
82,1,z:ilp,nat-oop,446,371,5.840,0.831,7.408e-16,prime,0
82,1,z:ilp,nat-oop,439,371,5.940,0.845,7.408e-16,prime,1
83,1,z:ilp,nat-oop,459,1240,5.762,2.701,7.081e-16,prime,0
83,1,z:ilp,nat-oop,458,1241,5.779,2.711,7.081e-16,prime,1
84,1,z:ilp,nat-oop,54,88,49.409,1.618,3.271e-16,2p,0
84,1,z:ilp,nat-oop,55,88,48.619,1.595,3.271e-16,2p,1
85,1,z:ilp,nat-oop,87,190,31.444,2.194,5.713e-16,2p,0
85,1,z:ilp,nat-oop,83,190,32.866,2.296,5.713e-16,2p,1
86,1,z:ilp,nat-oop,442,408,6.254,0.924,6.910e-16,prime,0
86,1,z:ilp,nat-oop,444,408,6.226,0.919,6.910e-16,prime,1
87,1,z:ilp,nat-oop,185,332,15.152,1.792,6.574e-16,flat,0
87,1,z:ilp,nat-oop,184,333,15.235,1.809,6.574e-16,flat,1
88,1,z:ilp,nat-oop,61,87,46.847,1.442,2.784e-16,2p,0
88,1,z:ilp,nat-oop,61,87,46.764,1.438,2.784e-16,2p,1
89,1,z:ilp,nat-oop,215,1514,13.392,7.036,5.684e-16,prime,0
89,1,z:ilp,nat-oop,215,1514,13.389,7.036,5.684e-16,prime,1
90,1,z:ilp,nat-oop,63,96,46.729,1.532,4.257e-16,2p,0
90,1,z:ilp,nat-oop,63,96,46.695,1.530,4.257e-16,2p,1
91,1,z:ilp,nat-oop,77,91,38.460,1.187,5.952e-16,2p,0
91,1,z:ilp,nat-oop,76,91,38.810,1.193,5.952e-16,2p,1
92,1,z:ilp,nat-oop,120,234,24.963,1.950,4.654e-16,2p,0
92,1,z:ilp,nat-oop,94,234,31.848,2.489,4.654e-16,2p,1
93,1,z:ilp,nat-oop,209,377,14.553,1.804,6.555e-16,flat,0
93,1,z:ilp,nat-oop,216,376,14.087,1.743,6.555e-16,flat,1
94,1,z:ilp,nat-oop,447,509,6.895,1.139,8.633e-16,prime,0
94,1,z:ilp,nat-oop,442,510,6.968,1.154,8.633e-16,prime,1
95,1,z:ilp,nat-oop,99,227,31.583,2.302,4.932e-16,2p,0
95,1,z:ilp,nat-oop,104,227,30.046,2.190,4.932e-16,2p,1
96,1,z:ilp,nat-oop,51,97,61.399,1.878,4.932e-16,2p,0
96,1,z:ilp,nat-oop,51,97,61.434,1.879,4.932e-16,2p,1
97,1,z:ilp,nat-oop,220,649,14.577,2.954,7.067e-16,prime,0
97,1,z:ilp,nat-oop,219,648,14.594,2.955,7.067e-16,prime,1
98,1,z:ilp,nat-oop,117,124,27.804,1.067,4.740e-16,flat,0
98,1,z:ilp,nat-oop,117,124,27.778,1.067,4.740e-16,flat,1
99,1,z:ilp,nat-oop,82,112,39.815,1.365,4.421e-16,2p,0
99,1,z:ilp,nat-oop,82,112,39.788,1.364,4.421e-16,2p,1
100,1,z:ilp,nat-oop,64,104,51.683,1.611,3.942e-16,2p,0
100,1,z:ilp,nat-oop,64,104,51.671,1.612,3.942e-16,2p,1
101,1,z:ilp,nat-oop,236,562,14.276,2.384,7.591e-16,prime,0
101,1,z:ilp,nat-oop,236,561,14.277,2.383,7.591e-16,prime,1
102,1,z:ilp,nat-oop,85,204,39.900,2.389,4.618e-16,2p,0
102,1,z:ilp,nat-oop,86,204,39.408,2.359,4.618e-16,2p,1
103,1,z:ilp,nat-oop,290,562,11.884,1.939,1.140e-15,prime,0
103,1,z:ilp,nat-oop,290,562,11.884,1.940,1.140e-15,prime,1
104,1,z:ilp,nat-oop,75,102,46.529,1.360,4.772e-16,2p,0
104,1,z:ilp,nat-oop,81,102,43.080,1.263,4.772e-16,2p,1
105,1,z:ilp,nat-oop,86,114,41.066,1.326,4.983e-16,2p,0
105,1,z:ilp,nat-oop,86,113,41.020,1.311,4.983e-16,2p,1
106,1,z:ilp,nat-oop,456,667,7.817,1.461,6.671e-16,prime,0
106,1,z:ilp,nat-oop,448,666,7.957,1.486,6.671e-16,prime,1
107,1,z:ilp,nat-oop,455,564,7.934,1.242,1.000e-15,prime,0
107,1,z:ilp,nat-oop,448,564,8.059,1.261,1.000e-15,prime,1
108,1,z:ilp,nat-oop,78,120,46.851,1.544,5.226e-16,2p,0
108,1,z:ilp,nat-oop,78,120,46.831,1.544,5.226e-16,2p,1
109,1,z:ilp,nat-oop,273,568,13.531,2.083,8.547e-16,prime,0
109,1,z:ilp,nat-oop,273,568,13.534,2.083,8.547e-16,prime,1
110,1,z:ilp,nat-oop,81,130,46.105,1.609,3.673e-16,2p,0
110,1,z:ilp,nat-oop,81,130,46.048,1.605,3.673e-16,2p,1
111,1,z:ilp,nat-oop,450,565,8.384,1.256,6.436e-16,prime,0
111,1,z:ilp,nat-oop,449,570,8.395,1.269,6.436e-16,prime,1
112,1,z:ilp,nat-oop,72,96,52.910,1.327,2.893e-16,2p,0
112,1,z:ilp,nat-oop,72,96,52.951,1.328,2.893e-16,2p,1
113,1,z:ilp,nat-oop,279,569,13.804,2.039,8.435e-16,prime,0
113,1,z:ilp,nat-oop,275,569,14.031,2.072,8.435e-16,prime,1
114,1,z:ilp,nat-oop,100,245,38.762,2.439,4.841e-16,2p,0
114,1,z:ilp,nat-oop,101,245,38.729,2.435,4.841e-16,2p,1
115,1,z:ilp,nat-oop,147,338,26.719,2.295,4.578e-16,2p,0
115,1,z:ilp,nat-oop,147,338,26.739,2.297,4.578e-16,2p,1
116,1,z:ilp,nat-oop,194,364,20.514,1.875,4.385e-16,flat,0
116,1,z:ilp,nat-oop,155,364,25.707,2.349,4.385e-16,flat,1
117,1,z:ilp,nat-oop,102,138,39.340,1.348,5.201e-16,2p,0
117,1,z:ilp,nat-oop,102,138,39.251,1.346,5.201e-16,2p,1
118,1,z:ilp,nat-oop,463,837,8.764,1.806,5.646e-16,prime,0
118,1,z:ilp,nat-oop,730,837,5.562,1.147,5.646e-16,prime,1
119,1,z:ilp,nat-oop,114,277,35.941,2.428,4.472e-16,2p,0
119,1,z:ilp,nat-oop,115,277,35.619,2.406,4.472e-16,2p,1
120,1,z:ilp,nat-oop,78,126,53.403,1.620,5.599e-16,2p,0
120,1,z:ilp,nat-oop,78,125,53.315,1.611,5.599e-16,2p,1
121,1,z:ilp,nat-oop,106,122,39.335,1.150,2.808e-16,2p,0
121,1,z:ilp,nat-oop,106,123,39.391,1.154,2.808e-16,2p,1
122,1,z:ilp,nat-oop,457,912,9.246,1.996,7.599e-16,prime,0
122,1,z:ilp,nat-oop,456,913,9.270,2.001,7.599e-16,prime,1
123,1,z:ilp,nat-oop,466,729,9.171,1.565,6.363e-16,prime,0
123,1,z:ilp,nat-oop,464,729,9.198,1.570,6.363e-16,prime,1
124,1,z:ilp,nat-oop,222,409,19.421,1.844,5.339e-16,flat,0
124,1,z:ilp,nat-oop,176,409,24.457,2.320,5.339e-16,flat,1
125,1,z:ilp,nat-oop,104,133,41.922,1.281,5.453e-16,2p,0
125,1,z:ilp,nat-oop,104,134,41.889,1.289,5.453e-16,2p,1
126,1,z:ilp,nat-oop,92,136,47.905,1.480,3.110e-16,2p,0
126,1,z:ilp,nat-oop,91,136,48.263,1.492,3.110e-16,2p,1
127,1,z:ilp,nat-oop,400,581,11.101,1.454,6.156e-16,prime,0
127,1,z:ilp,nat-oop,385,594,11.537,1.545,6.156e-16,prime,1
128,1,z:ilp,nat-oop,65,68,68.495,1.046,4.284e-16,2p,0
128,1,z:ilp,nat-oop,66,68,68.299,1.042,4.284e-16,2p,1
129,1,z:ilp,nat-oop,348,804,12.978,2.308,6.566e-16,flat,0
129,1,z:ilp,nat-oop,350,804,12.903,2.295,6.566e-16,flat,1
130,1,z:ilp,nat-oop,102,155,44.588,1.519,5.107e-16,2p,0
130,1,z:ilp,nat-oop,102,155,44.611,1.519,5.107e-16,2p,1
131,1,z:ilp,nat-oop,354,950,13.020,2.684,6.381e-16,prime,0
131,1,z:ilp,nat-oop,354,951,13.032,2.690,6.381e-16,prime,1
132,1,z:ilp,nat-oop,102,145,45.727,1.430,5.498e-16,2p,0
132,1,z:ilp,nat-oop,102,145,45.409,1.420,5.498e-16,2p,1
133,1,z:ilp,nat-oop,140,327,33.445,2.328,4.959e-16,2p,0
133,1,z:ilp,nat-oop,141,326,33.369,2.317,4.959e-16,2p,1
134,1,z:ilp,nat-oop,935,1147,5.064,1.227,7.686e-16,prime,0
134,1,z:ilp,nat-oop,935,1111,5.064,1.189,7.686e-16,prime,1
135,1,z:ilp,nat-oop,114,157,41.931,1.374,3.572e-16,2p,0
135,1,z:ilp,nat-oop,114,156,41.909,1.367,3.572e-16,2p,1
136,1,z:ilp,nat-oop,111,276,43.282,2.476,7.696e-16,2p,0
136,1,z:ilp,nat-oop,113,276,42.769,2.446,7.696e-16,2p,1
137,1,z:ilp,nat-oop,388,958,12.527,2.468,7.404e-16,prime,0
137,1,z:ilp,nat-oop,395,957,12.301,2.421,7.404e-16,prime,1
138,1,z:ilp,nat-oop,144,352,33.987,2.442,4.808e-16,2p,0
138,1,z:ilp,nat-oop,163,352,30.169,2.165,4.808e-16,2p,1
139,1,z:ilp,nat-oop,468,959,10.581,2.052,7.361e-16,prime,0
139,1,z:ilp,nat-oop,500,959,9.896,1.919,7.361e-16,prime,1
140,1,z:ilp,nat-oop,112,144,44.547,1.289,3.181e-16,chain3,0
140,1,z:ilp,nat-oop,114,144,43.958,1.272,3.181e-16,chain3,1
141,1,z:ilp,nat-oop,531,985,9.483,1.856,7.365e-16,flat,0
141,1,z:ilp,nat-oop,537,985,9.378,1.835,7.365e-16,flat,1
142,1,z:ilp,nat-oop,985,1265,5.154,1.284,8.480e-16,prime,0
142,1,z:ilp,nat-oop,1015,1264,5.001,1.246,8.480e-16,prime,1
143,1,z:ilp,nat-oop,130,149,39.380,1.146,6.235e-16,2p,0
143,1,z:ilp,nat-oop,130,151,39.387,1.160,6.235e-16,2p,1
144,1,z:ilp,nat-oop,107,143,48.264,1.335,5.397e-16,chain3,0
144,1,z:ilp,nat-oop,107,143,48.196,1.334,5.397e-16,chain3,1
145,1,z:ilp,nat-oop,223,555,23.375,2.492,4.737e-16,2p,0
145,1,z:ilp,nat-oop,224,555,23.260,2.479,4.737e-16,2p,1
146,1,z:ilp,nat-oop,1021,1356,5.142,1.329,9.531e-16,prime,0
146,1,z:ilp,nat-oop,1035,1356,5.070,1.310,9.531e-16,prime,1
147,1,z:ilp,nat-oop,137,158,38.732,1.159,4.851e-16,chain3,0
147,1,z:ilp,nat-oop,135,159,39.092,1.174,4.851e-16,chain3,1
148,1,z:ilp,nat-oop,209,588,25.501,2.811,3.170e-16,2p,0
148,1,z:ilp,nat-oop,194,588,27.446,3.026,3.170e-16,2p,1
149,1,z:ilp,nat-oop,783,970,6.871,1.239,6.310e-16,prime,0
149,1,z:ilp,nat-oop,764,970,7.038,1.270,6.310e-16,prime,1
150,1,z:ilp,nat-oop,111,159,48.707,1.431,3.509e-16,2p,0
150,1,z:ilp,nat-oop,111,159,48.764,1.432,3.509e-16,2p,1
151,1,z:ilp,nat-oop,406,971,13.465,2.393,7.324e-16,prime,0
151,1,z:ilp,nat-oop,405,969,13.483,2.391,7.324e-16,prime,1
152,1,z:ilp,nat-oop,132,332,41.805,2.517,4.059e-16,2p,0
152,1,z:ilp,nat-oop,132,332,41.849,2.521,4.059e-16,2p,1
153,1,z:ilp,nat-oop,146,371,37.901,2.535,5.645e-16,2p,0
153,1,z:ilp,nat-oop,148,372,37.632,2.519,5.645e-16,2p,1
154,1,z:ilp,nat-oop,198,208,28.267,1.052,7.040e-16,flat,0
154,1,z:ilp,nat-oop,193,208,28.981,1.079,7.040e-16,flat,1
155,1,z:ilp,nat-oop,258,631,21.885,2.449,5.403e-16,2p,0
155,1,z:ilp,nat-oop,258,631,21.863,2.447,5.403e-16,2p,1
156,1,z:ilp,nat-oop,126,173,45.170,1.375,6.220e-16,2p,0
156,1,z:ilp,nat-oop,126,173,45.080,1.372,6.220e-16,2p,1
157,1,z:ilp,nat-oop,435,979,13.162,2.251,1.189e-15,prime,0
157,1,z:ilp,nat-oop,434,978,13.183,2.252,1.189e-15,prime,1
158,1,z:ilp,nat-oop,964,1670,5.988,1.733,5.690e-16,prime,0
158,1,z:ilp,nat-oop,1060,1601,5.442,1.510,5.690e-16,prime,1
159,1,z:ilp,nat-oop,963,1328,6.037,1.379,4.630e-16,prime,0
159,1,z:ilp,nat-oop,965,1328,6.027,1.377,4.630e-16,prime,1
160,1,z:ilp,nat-oop,92,164,63.771,1.784,2.213e-16,2p,0
160,1,z:ilp,nat-oop,91,164,64.193,1.793,2.213e-16,2p,1
161,1,z:ilp,nat-oop,211,477,27.911,2.256,4.528e-16,2p,0
161,1,z:ilp,nat-oop,221,477,26.673,2.156,4.528e-16,2p,1
162,1,z:ilp,nat-oop,123,189,48.406,1.542,4.248e-16,2p,0
162,1,z:ilp,nat-oop,123,189,48.370,1.539,4.248e-16,2p,1
163,1,z:ilp,nat-oop,475,1248,12.608,2.627,9.025e-16,prime,0
163,1,z:ilp,nat-oop,475,1248,12.600,2.625,9.025e-16,prime,1
164,1,z:ilp,nat-oop,473,734,12.749,1.552,3.441e-16,2p,0
164,1,z:ilp,nat-oop,298,734,20.262,2.466,3.441e-16,2p,1
165,1,z:ilp,nat-oop,145,188,41.770,1.291,4.594e-16,2p,0
165,1,z:ilp,nat-oop,145,188,41.832,1.294,4.594e-16,2p,1
166,1,z:ilp,nat-oop,950,1782,6.446,1.876,9.708e-16,prime,0
166,1,z:ilp,nat-oop,957,1783,6.399,1.864,9.708e-16,prime,1
167,1,z:ilp,nat-oop,982,1253,6.281,1.277,8.716e-16,prime,0
167,1,z:ilp,nat-oop,991,1253,6.222,1.264,8.716e-16,prime,1
168,1,z:ilp,nat-oop,127,106,48.914,0.838,2.793e-16,chain3,0
168,1,z:ilp,nat-oop,127,106,49.028,0.840,2.793e-16,chain3,1
169,1,z:ilp,nat-oop,163,189,38.317,1.157,6.836e-16,2p,0
169,1,z:ilp,nat-oop,164,190,38.093,1.156,6.836e-16,2p,1
170,1,z:ilp,nat-oop,146,371,43.225,2.549,8.695e-16,2p,0
170,1,z:ilp,nat-oop,145,371,43.513,2.564,8.695e-16,2p,1
171,1,z:ilp,nat-oop,190,444,33.396,2.336,5.487e-16,2p,0
171,1,z:ilp,nat-oop,190,480,33.399,2.526,5.487e-16,2p,1
172,1,z:ilp,nat-oop,271,809,23.533,2.982,5.197e-16,2p,0
172,1,z:ilp,nat-oop,253,809,25.276,3.202,5.197e-16,2p,1
173,1,z:ilp,nat-oop,970,1261,6.628,1.299,6.994e-16,prime,0
173,1,z:ilp,nat-oop,972,1260,6.619,1.297,6.994e-16,prime,1
174,1,z:ilp,nat-oop,217,549,29.823,2.529,4.158e-16,2p,0
174,1,z:ilp,nat-oop,347,566,18.643,1.631,4.158e-16,2p,1
